u,v,key,weighted_noise,predicted_noise,combined_noise
8909829,4344879636,0,59.96641102887004,,59.96641102887004
8909829,8912846,0,60.39966274410814,,60.39966274410814
8085601,8085605,0,54.76589626324978,,54.76589626324978
8085601,8085602,0,56.429762004959144,,56.429762004959144
8085601,8085600,0,55.62111334939194,,55.62111334939194
4344879636,8909830,0,59.013376221482794,,59.013376221482794
4344879636,8909829,0,59.96641102887004,,59.96641102887004
4344879636,8085600,0,60.698917239891664,,60.698917239891664
8085605,8085601,0,54.765896263249786,,54.765896263249786
8085602,8085601,0,56.429762004959144,,56.429762004959144
8085602,8085603,0,64.10342350228865,,64.10342350228865
8085602,8912846,0,54.111863386410555,,54.111863386410555
8085603,8447399,0,68.99584056465805,,68.99584056465805
8085603,9057292557,0,68.99610738942813,,68.99610738942813
8085603,8085602,0,64.10342350228865,,64.10342350228865
8912846,4344879637,0,60.732933865723886,,60.732933865723886
8912846,8909829,0,60.39966274410814,,60.39966274410814
8912846,8085602,0,54.11186338641055,,54.11186338641055
8447399,1281407906,0,67.52444195800167,,67.52444195800167
8447399,17556264,0,68.9951174885,,68.9951174885
8447399,8085603,0,68.99584056465805,,68.99584056465805
9057292557,8085603,0,68.99610738942812,,68.99610738942812
9057292557,9103445150,0,69.0,,69.0
9057292557,9057292558,0,66.1403128254163,,66.1403128254163
8085615,8085617,0,56.311105269901056,,56.311105269901056
8085615,25246950,0,55.56665929840202,,55.56665929840202
8085615,2983242401,0,54.954738019715535,,54.954738019715535
25246950,2983242406,0,53.415165266422676,,53.415165266422676
25246950,8085615,0,55.56665929840202,,55.56665929840202
25246950,25246949,0,56.07136560338785,,56.07136560338785
2983242401,2983242406,0,53.0,,53.0
2983242401,8085615,0,54.954738019715535,,54.954738019715535
8085618,8085619,0,68.18287689015358,,68.18287689015358
8085618,8089405,0,62.75295032224539,,62.75295032224539
8085618,1419606031,0,63.4577001854732,,63.4577001854732
8085618,8085620,0,61.12373297888949,,61.12373297888949
8085619,298629942,0,69.0,,69.0
8085619,475176890,0,69.0,,69.0
8085619,8085618,0,68.18287689015358,,68.18287689015358
8089405,1419606035,0,55.624587927521546,,55.624587927521546
8089405,8085621,0,62.059146459568026,,62.059146459568026
8089405,8089406,0,61.46797765129432,,61.46797765129432
8089405,8085618,0,62.75295032224539,,62.75295032224539
1419606031,6653375662,0,62.86933430189269,,62.86933430189269
1419606031,1419606035,0,57.314848483269344,,57.314848483269344
8085620,697797,0,65.53059893313173,,65.53059893313173
8085620,8085621,0,60.88745894138974,,60.88745894138974
8085620,10688427296,0,63.27429092143958,,63.27429092143958
8085620,475176893,0,62.96845007224587,,62.96845007224587
298629942,8085619,0,69.0,,69.0
298629942,4927474152,0,68.98318047672944,,68.98318047672944
298629942,8118492,0,68.41925097802502,,68.41925097802502
475176890,10688427295,0,68.14711668723857,,68.14711668723857
475176890,697547,0,69.0,,69.0
10688427296,10688427295,0,65.54095613854308,,65.54095613854308
10688427296,10688427294,0,65.6068321698137,,65.6068321698137
10688427296,8085620,0,63.27429092143958,,63.27429092143958
475176893,10688427294,0,66.44359881013531,,66.44359881013531
475176893,8085620,0,62.96845007224587,,62.96845007224587
475176893,2683895732,0,67.09070396429225,,67.09070396429225
8089404,8085621,0,59.16711126275323,,59.16711126275323
8089404,8089412,0,53.0,,53.0
8451196,8453805,0,60.394055632865474,,60.394055632865474
8085670,8078456,0,53.0,,53.0
8085670,8078455,0,60.34337046090098,,60.34337046090098
8085671,9830864700,0,58.29805477164232,,58.29805477164232
8085671,8085672,0,53.0,,53.0
8085671,8085673,0,60.161553688417825,,60.161553688417825
9830864700,8085671,0,58.29805477164233,,58.29805477164233
8085673,8085670,0,58.807435155791495,,58.807435155791495
8085673,8085671,0,60.16155368841784,,60.16155368841784
8085673,8538468,0,66.32866000440266,,66.32866000440266
279473978,2461499065,0,57.92586704725521,,57.92586704725521
279473978,10289543,0,63.47006326708995,,63.47006326708995
279473978,8085672,0,56.96039789527697,,56.96039789527697
8538468,3761448791,0,67.78920688960076,,67.78920688960076
8538468,8491663724,0,60.942714877315474,,60.942714877315474
8085676,300361948,0,68.82840380873417,,68.82840380873417
8085676,8085678,0,61.34668359932929,,61.34668359932929
300361948,8977497989,0,68.90608360902799,,68.90608360902799
8085678,534922775,0,68.92223378239069,,68.92223378239069
534922775,268690821,0,68.95966066508399,,68.95966066508399
534922775,534922762,0,67.90961873959013,,67.90961873959013
8085680,8085679,0,64.91827794281762,,64.91827794281762
8085680,6838264367,0,55.346413701734164,,55.346413701734164
6838264367,8085685,0,55.049353830600936,,55.049353830600936
6838264366,8085685,0,55.20456336278985,,55.20456336278985
6838264366,8085680,0,55.076400224447944,,55.076400224447944
8085742,4702984154,0,62.21677526148201,,62.21677526148201
8085742,1582952470,0,65.91044829363126,,65.91044829363126
8085742,1369086122,0,65.79461267806786,,65.79461267806786
4702984154,5464661214,0,54.86856406246015,,54.86856406246015
4702984154,8085742,0,62.21677526148202,,62.21677526148202
4702984154,4702984156,0,56.50553851206785,,56.50553851206785
1582952470,2709867012,0,65.93945836183431,,65.93945836183431
1582952470,8085742,0,65.91044829363126,,65.91044829363126
1582952470,1582952506,0,56.50578875735349,,56.50578875735349
1369086122,17552594,0,61.287334757231015,,61.287334757231015
1369086122,1369086126,0,66.12550788719302,,66.12550788719302
1369086122,8085742,0,65.79461267806785,,65.79461267806785
8085743,475132348,0,66.18086579200079,,66.18086579200079
8085743,152896918,0,66.42523361864974,,66.42523361864974
8085743,1579531415,0,64.72517603401539,,64.72517603401539
8085743,4964730229,0,66.02496178722446,,66.02496178722446
475132348,8085743,0,66.18086579200077,,66.18086579200077
475132348,3605957577,0,65.78910784009207,,65.78910784009207
475132348,475132502,0,58.273458746632166,,58.273458746632166
152896918,3605957563,0,57.18308183276038,,57.18308183276038
152896918,8085743,0,66.42523361864976,,66.42523361864976
152896918,152896919,0,65.2060994019209,,65.2060994019209
1579531415,4964730225,0,56.762199742636355,,56.762199742636355
1579531415,8085743,0,64.72517603401539,,64.72517603401539
1579531415,8086441,0,62.26407711763199,,62.26407711763199
4964730229,4964730227,0,59.30677645603821,,59.30677645603821
4964730229,277498109,0,65.43899312148066,,65.43899312148066
4964730229,8085743,0,66.02496178722447,,66.02496178722447
25246948,282943558,0,54.649332279087005,,54.649332279087005
25246948,429842877,0,58.401013874978304,,58.401013874978304
25246948,8086006,0,57.38813437281197,,57.38813437281197
25246948,8086014,0,54.77840020670284,,54.77840020670284
8086007,8086015,0,56.80234419294359,,56.80234419294359
8086007,8086006,0,57.76572175459835,,57.76572175459835
8086015,2983242410,0,56.404429408029046,,56.404429408029046
8086015,8086007,0,56.80234419294361,,56.80234419294361
8086015,8086014,0,54.97479840358949,,54.97479840358949
25246947,8086014,0,54.43279753462991,,54.43279753462991
25246947,8086013,0,55.80420886000119,,55.80420886000119
8086014,8086015,0,54.97479840358949,,54.97479840358949
8086014,25246947,0,54.43279753462991,,54.43279753462991
8086014,25246948,0,54.77840020670284,,54.77840020670284
8086014,2983242406,0,53.9893230487631,,53.9893230487631
2983242406,25246950,0,53.415165266422676,,53.415165266422676
2983242406,2983242410,0,54.6707886874472,,54.6707886874472
2983242406,2983242401,0,53.0,,53.0
2983242406,8086014,0,53.9893230487631,,53.9893230487631
2983242410,8086015,0,56.40442940802906,,56.40442940802906
2983242410,2983242406,0,54.6707886874472,,54.6707886874472
2983242410,25246949,0,56.97138990495205,,56.97138990495205
8086157,9006256568,0,68.63008050435684,,68.63008050435684
8086157,8086156,0,68.58703681784911,,68.58703681784911
8086157,8086159,0,66.5912984108757,,66.5912984108757
9006256568,2962871465,0,68.5037783571108,,68.5037783571108
9006256568,8086157,0,68.63008050435684,,68.63008050435684
9006256568,9006256536,0,65.21172346685732,,65.21172346685732
8086159,9006256536,0,62.87313452703455,,62.87313452703455
8086159,1585523043,0,62.629618043280445,,62.629618043280445
8086159,8086156,0,65.52027395248103,,65.52027395248103
8086159,8086157,0,66.59129841087571,,66.59129841087571
9006256536,8086159,0,62.87313452703455,,62.87313452703455
9006256536,9006256568,0,65.21172346685732,,65.21172346685732
9006256536,9006256561,0,59.47198088110916,,59.47198088110916
1585523043,8922932932,0,60.87742163720205,,60.87742163720205
1585523043,8086159,0,62.629618043280445,,62.629618043280445
1585523043,3642043535,0,58.56938743456385,,58.56938743456385
8086160,9197803738,0,57.21814036768298,,57.21814036768298
8086160,2190257445,0,54.77747503105242,,54.77747503105242
8086160,8899200159,0,56.10134749984836,,56.10134749984836
8086160,20917731,0,56.60552160549649,,56.60552160549649
9197803738,8086160,0,57.21814036768297,,57.21814036768297
9197803738,510891717,0,57.54264328226384,,57.54264328226384
9197803738,9197803732,0,55.737736091315355,,55.737736091315355
2190257445,2193979331,0,56.21219153278315,,56.21219153278315
2190257445,8086160,0,54.77747503105242,,54.77747503105242
2190257445,2190257464,0,54.24003724912075,,54.24003724912075
8899200159,8899200186,0,56.97117036825746,,56.97117036825746
8899200159,8086160,0,56.10134749984836,,56.10134749984836
8899200159,20917721,0,54.28730992496124,,54.28730992496124
20917731,2190257464,0,57.265687996567216,,57.265687996567216
20917731,8899200186,0,58.237596716002486,,58.237596716002486
20917731,1421324365,0,57.66332560688288,,57.66332560688288
20917731,8086160,0,56.60552160549649,,56.60552160549649
8086162,20917717,0,57.748984649427506,,57.748984649427506
8086162,8851162095,0,57.65789773192162,,57.65789773192162
8086162,8936124338,0,56.75824219568513,,56.75824219568513
8086162,7005951311,0,56.61144762973957,,56.61144762973957
20917717,20919917,0,56.82449336822411,,56.82449336822411
20917717,8321836224,0,56.99547511843799,,56.99547511843799
20917717,20917714,0,59.71988319809958,,59.71988319809958
20917717,8086162,0,57.748984649427506,,57.748984649427506
8851162095,8086162,0,57.65789773192161,,57.65789773192161
8851162095,1421324365,0,57.26736953447917,,57.26736953447917
8851162095,8851162101,0,55.997075920257664,,55.997075920257664
8936124338,20919918,0,57.28753536951694,,57.28753536951694
8936124338,8086162,0,56.75824219568512,,56.75824219568512
8936124338,8936124347,0,55.285159332127975,,55.285159332127975
7005951311,7005951312,0,60.78363111209841,,60.78363111209841
7005951311,8086162,0,56.61144762973957,,56.61144762973957
7005951311,7005951308,0,62.92530728561975,,62.92530728561975
8086163,6785115938,0,57.565306695203404,,57.565306695203404
8086163,8321836226,0,56.41241340583293,,56.41241340583293
8086163,2190087774,0,61.663650611040886,,61.663650611040886
8086163,20917714,0,61.026913344340514,,61.026913344340514
6785115938,6785115939,0,53.4406035148339,,53.4406035148339
6785115938,20917713,0,63.227249480540976,,63.227249480540976
6785115938,8086163,0,57.565306695203404,,57.565306695203404
8321836226,8086163,0,56.41241340583293,,56.41241340583293
2190087774,2190087777,0,62.19482517462567,,62.19482517462567
2190087774,8086163,0,61.6636506110409,,61.6636506110409
2190087774,2190087776,0,59.533913158241745,,59.533913158241745
20917714,2172127617,0,55.33339908525211,,55.33339908525211
20917714,8086163,0,61.02691334434053,,61.02691334434053
20917714,20917717,0,59.71988319809959,,59.71988319809959
20917714,6785115937,0,57.85808476269596,,57.85808476269596
8086164,3185019793,0,68.99745827396379,,68.99745827396379
8086164,7430369479,0,68.95157588913094,,68.95157588913094
8086164,8086168,0,65.07506944175375,,65.07506944175375
3185019793,7430369478,0,68.79836097092193,,68.79836097092193
3185019793,8086164,0,68.99745827396379,,68.99745827396379
3185019793,3185019795,0,68.98206082254994,,68.98206082254994
7430369479,20943865,0,68.92701304303975,,68.92701304303975
7430369479,7430369480,0,66.82077638588218,,66.82077638588218
8086168,30569137,0,59.88490899331089,,59.88490899331089
8086168,3491860673,0,66.52288554552281,,66.52288554552281
8086168,6571996701,0,67.39785427621665,,67.39785427621665
8086168,8086164,0,65.07506944175375,,65.07506944175375
8086165,299506938,0,69.0,,69.0
8086165,6571996701,0,69.0,,69.0
8086165,11753370256,0,69.0,,69.0
299506938,8086165,0,69.0,,69.0
299506938,6571996700,0,69.0,,69.0
299506938,299506940,0,69.0,,69.0
6571996701,8086165,0,69.0,,69.0
6571996701,3491860673,0,69.0,,69.0
6571996701,8086168,0,67.39785427621663,,67.39785427621663
11753370256,3491860673,0,69.0,,69.0
11753370256,1441289,0,69.0,,69.0
8086166,18090362,0,58.58987828180729,,58.58987828180729
8086166,18090361,0,67.22711195508087,,67.22711195508087
8086166,18090363,0,60.24300765960595,,60.24300765960595
8086166,6571996700,0,68.33403786750229,,68.33403786750229
18090362,8086166,0,58.58987828180729,,58.58987828180729
18090362,18090379,0,54.741660853886955,,54.741660853886955
18090362,8086176,0,57.86309446305165,,57.86309446305165
18090361,18090360,0,66.536710587454,,66.536710587454
18090361,8086166,0,67.22711195508089,,67.22711195508089
18090361,7419836285,0,60.34644261862222,,60.34644261862222
18090363,18090364,0,58.92394624522888,,58.92394624522888
18090363,8086166,0,60.24300765960595,,60.24300765960595
18090363,18090377,0,57.20837337344117,,57.20837337344117
6571996700,299506938,0,69.0,,69.0
6571996700,6570982830,0,68.71012033384545,,68.71012033384545
6571996700,8086166,0,68.33403786750229,,68.33403786750229
30569137,20943882,0,57.848256944042234,,57.848256944042234
30569137,8086168,0,59.88490899331089,,59.88490899331089
30569137,30569885,0,54.64321636722353,,54.64321636722353
3491860673,11753370256,0,69.0,,69.0
3491860673,8086168,0,66.52288554552281,,66.52288554552281
3491860673,6571056683,0,68.97349206771975,,68.97349206771975
8140231,8140233,0,60.75357209108397,,60.75357209108397
8140231,8086170,0,63.81916836137954,,63.81916836137954
8140231,4731304532,0,62.31862184545123,,62.31862184545123
8140228,380755080,0,63.902402448796266,,63.902402448796266
8140228,8086170,0,64.96402937073411,,64.96402937073411
8140228,8140227,0,61.47315942268402,,61.47315942268402
8140228,3190713745,0,62.63446482415433,,62.63446482415433
4731304530,8086170,0,66.89326501558222,,66.89326501558222
4731304530,4731304527,0,66.72570586869331,,66.72570586869331
4731304530,4731304528,0,57.812073622535905,,57.812073622535905
8086171,4494556203,0,62.67328980407201,,62.67328980407201
8086171,9452645843,0,62.83897946566829,,62.83897946566829
8086171,8086173,0,59.02732240440203,,59.02732240440203
4494556203,8140226,0,62.6404564008165,,62.6404564008165
4494556203,8086171,0,62.67328980407201,,62.67328980407201
4494556203,4494556199,0,58.444715715506746,,58.444715715506746
9452645843,8086171,0,62.83897946566829,,62.83897946566829
9452645843,8140223,0,62.839686540277036,,62.839686540277036
9452645843,9452645845,0,60.30113672840346,,60.30113672840346
8086173,18090394,0,62.83132860032148,,62.83132860032148
8086173,21763353,0,63.491763315126036,,63.491763315126036
8086173,18090355,0,61.610583294284595,,61.610583294284595
8086173,8086171,0,59.02732240440203,,59.02732240440203
18090394,8086173,0,62.83132860032148,,62.83132860032148
18090394,5949873706,0,58.06965651801215,,58.06965651801215
18090394,18090396,0,63.059053584183054,,63.059053584183054
21763353,8086173,0,63.49176331512603,,63.49176331512603
21763353,8109952223,0,62.9313155977824,,62.9313155977824
21763353,5950888299,0,58.462523608681835,,58.462523608681835
18090355,18090388,0,57.76136478825787,,57.76136478825787
18090355,346390465,0,55.79473784139578,,55.79473784139578
18090355,8086174,0,59.921451136817545,,59.921451136817545
18090355,8086173,0,61.610583294284595,,61.610583294284595
8086174,18090387,0,59.08324831344231,,59.08324831344231
8086174,8086175,0,59.52146504458741,,59.52146504458741
8086174,18090355,0,59.92145113681755,,59.92145113681755
8086174,346390410,0,59.40402746000804,,59.40402746000804
18090387,18090400,0,56.16102447519524,,56.16102447519524
18090387,8086174,0,59.0832483134423,,59.0832483134423
18090387,18090390,0,58.17634558314693,,58.17634558314693
8086175,976184130,0,58.37814907454374,,58.37814907454374
8086175,3359194236,0,57.54327325977135,,57.54327325977135
8086175,8086176,0,58.86786312475671,,58.86786312475671
8086175,8086174,0,59.52146504458741,,59.52146504458741
346390410,3498521187,0,56.140657671039776,,56.140657671039776
346390410,18090380,0,57.8267898495533,,57.8267898495533
346390410,8086174,0,59.40402746000804,,59.40402746000804
976184130,8086175,0,58.37814907454374,,58.37814907454374
3359194236,8086175,0,57.54327325977135,,57.54327325977135
3359194236,3359194243,0,59.432415761789095,,59.432415761789095
3359194236,3359194216,0,55.68594280039815,,55.68594280039815
8086176,18090362,0,57.86309446305165,,57.86309446305165
8086176,8086175,0,58.8678631247567,,58.8678631247567
8086177,18090366,0,58.95132124691756,,58.95132124691756
8086177,18090368,0,63.20097121838741,,63.20097121838741
8086177,6571986827,0,67.49549691011195,,67.49549691011195
18090366,8086177,0,58.95132124691756,,58.95132124691756
18090366,18090365,0,58.84131720498567,,58.84131720498567
18090366,18090364,0,53.79478159002352,,53.79478159002352
18090368,8086177,0,63.20097121838741,,63.20097121838741
18090368,1937626196,0,57.1828259877386,,57.1828259877386
18090368,18090367,0,62.74361428905576,,62.74361428905576
6571986827,299506943,0,69.0,,69.0
6571986827,8086177,0,67.49549691011195,,67.49549691011195
6571986827,6570982838,0,68.96820001672415,,68.96820001672415
8086178,6570982883,0,69.0,,69.0
8086178,1441285,0,69.0,,69.0
6570982883,8086178,0,69.0,,69.0
6570982883,20943868,0,64.53451810691305,,64.53451810691305
6570982883,6570992887,0,69.00022987307085,,69.00022987307085
721514737,10938933,0,66.2720296774491,,66.2720296774491
721514737,8086180,0,67.78519343475284,,67.78519343475284
8086194,8088634,0,61.764227709772726,,61.764227709772726
8086194,5305065025,0,55.83480430735895,,55.83480430735895
8088634,278113645,0,64.57686158127271,,64.57686158127271
8088634,5305065018,0,58.951498151061706,,58.951498151061706
8086412,8097291,0,68.98561857516965,,68.98561857516965
8086412,5298340096,0,68.91785817425371,,68.91785817425371
8086412,8086413,0,61.68704024446173,,61.68704024446173
8086412,473225390,0,65.62019679653633,,65.62019679653633
8097291,26635740,0,69.0,,69.0
8097291,8097296,0,66.42252328071316,,66.42252328071316
8097291,8086412,0,68.98561857516967,,68.98561857516967
5298340096,8086412,0,68.91785817425371,,68.91785817425371
5298340096,8088632,0,68.99111086667399,,68.99111086667399
5298340096,5298340102,0,65.38946745889017,,65.38946745889017
473225390,8217189,0,61.90641662003409,,61.90641662003409
473225390,8086412,0,65.62019679653635,,65.62019679653635
473225390,13091943,0,58.76574661154587,,58.76574661154587
8086414,8097298,0,60.852730564908775,,60.852730564908775
8086414,8086413,0,55.45732907214354,,55.45732907214354
8086414,288315054,0,62.18603623354157,,62.18603623354157
8086414,8088632,0,64.40985412255318,,64.40985412255318
8097298,4017618906,0,63.91721623914941,,63.91721623914941
8097298,8086414,0,60.85273056490878,,60.85273056490878
8088632,13091941,0,68.96329326768726,,68.96329326768726
8088632,8086414,0,64.40985412255318,,64.40985412255318
8088632,5298340096,0,68.99111086667399,,68.99111086667399
17551044,8214787,0,61.88915574895185,,61.88915574895185
17551044,8086415,0,59.832009934504924,,59.832009934504924
17551044,1579437301,0,61.28261072219905,,61.28261072219905
8086416,335733287,0,53.0,,53.0
8086416,8086415,0,54.7684824419039,,54.7684824419039
8086416,1569541427,0,53.0,,53.0
335733287,8086416,0,53.0,,53.0
1569541427,8086416,0,53.0,,53.0
8086418,17552572,0,68.80024071315734,,68.80024071315734
8086418,603887938,0,59.99774181660611,,59.99774181660611
8086418,8086420,0,68.8298829907268,,68.8298829907268
17552572,8086418,0,68.80024071315734,,68.80024071315734
17552572,17551081,0,62.6576511514299,,62.6576511514299
17552572,2632159337,0,68.72998071594827,,68.72998071594827
603887938,8086421,0,55.14924912586028,,55.14924912586028
8086420,17552575,0,68.82416272587157,,68.82416272587157
8086420,8086423,0,63.580081847119516,,63.580081847119516
8086420,8086418,0,68.82988299072682,,68.82988299072682
17552575,17552576,0,68.85577353048579,,68.85577353048579
17552575,8086420,0,68.82416272587157,,68.82416272587157
17552575,17552580,0,59.547276868904746,,59.547276868904746
8086423,1569541071,0,58.6218018670914,,58.6218018670914
8086423,8086422,0,56.75014720004146,,56.75014720004146
8086423,8086420,0,63.580081847119516,,63.580081847119516
8086421,1569541071,0,57.55117636897535,,57.55117636897535
8086421,6805490287,0,59.644525443932444,,59.644525443932444
8086421,603887938,0,55.149249125860266,,55.149249125860266
1569541071,8086423,0,58.6218018670914,,58.6218018670914
1569541071,8086421,0,57.551176368975355,,57.551176368975355
1569541071,8086425,0,56.786246638631624,,56.786246638631624
6805490287,8086424,0,65.93569254000361,,65.93569254000361
6805490287,8086421,0,59.64452544393244,,59.64452544393244
6805490287,6805490289,0,64.60137818503505,,64.60137818503505
8086422,8086423,0,56.75014720004147,,56.75014720004147
8086424,6805490287,0,65.9356925400036,,65.9356925400036
8086424,8086427,0,67.56014854110795,,67.56014854110795
8086424,1579531422,0,67.71938601569931,,67.71938601569931
8086427,8086424,0,67.56014854110795,,67.56014854110795
8086427,5275812469,0,67.58671749057663,,67.58671749057663
8086427,5275812490,0,65.62018020112077,,65.62018020112077
1579531422,8214788,0,67.81227425623557,,67.81227425623557
1579531422,5275812492,0,65.73682942550029,,65.73682942550029
1579531422,8086424,0,67.71938601569931,,67.71938601569931
8086425,1569541071,0,56.78624663863162,,56.78624663863162
8086425,8086426,0,53.69783899813823,,53.69783899813823
8086426,5275812468,0,53.84545854279894,,53.84545854279894
8086426,5275812484,0,58.98586392276618,,58.98586392276618
5275812468,8086425,0,53.539855279059,,53.539855279059
5275812484,8086427,0,65.71381825126593,,65.71381825126593
5275812484,6805490287,0,64.05988665825944,,64.05988665825944
5275812469,8086427,0,67.58671749057663,,67.58671749057663
5275812469,5275812467,0,65.67439122273319,,65.67439122273319
5275812490,8086427,0,65.62018020112077,,65.62018020112077
5275812490,5275812489,0,63.9945601919525,,63.9945601919525
5275812490,1579531407,0,55.38816376463417,,55.38816376463417
8086433,4040333809,0,53.0,,53.0
8086433,4040333812,0,56.95714182040438,,56.95714182040438
8086433,5275812489,0,56.598038345164454,,56.598038345164454
4040333809,8086433,0,53.0,,53.0
4040333812,1369055512,0,66.70234455110743,,66.70234455110743
4040333812,8086433,0,56.95714182040438,,56.95714182040438
4040333812,4040333825,0,58.470825571172604,,58.470825571172604
5275812489,8086433,0,56.598038345164454,,56.598038345164454
5275812489,17552586,0,67.07704916649482,,67.07704916649482
8086436,8086437,0,62.741300674053306,,62.741300674053306
8086436,1288922437,0,68.59076269204863,,68.59076269204863
8086436,1579531405,0,68.63613601544905,,68.63613601544905
8086437,8086436,0,62.7413006740533,,62.7413006740533
1288922437,1029545374,0,68.5660561033928,,68.5660561033928
1288922437,8086436,0,68.59076269204863,,68.59076269204863
1579531405,1579531363,0,66.13153355199728,,66.13153355199728
1579531405,1582952510,0,68.63436723146332,,68.63436723146332
1579531405,8086436,0,68.63613601544905,,68.63613601544905
8086438,20930530,0,68.76415906652745,,68.76415906652745
8086438,7424992234,0,68.80404551790372,,68.80404551790372
8086438,1573491346,0,61.11267229648751,,61.11267229648751
8086438,8086439,0,62.88427112692,,62.88427112692
20930530,8086438,0,68.76415906652745,,68.76415906652745
20930530,1029545374,0,68.63854770796341,,68.63854770796341
7424992234,247933219,0,68.79738994476699,,68.79738994476699
7424992234,7424992233,0,64.84231478780187,,64.84231478780187
7424992234,8086438,0,68.80404551790372,,68.80404551790372
1573491346,318309734,0,53.63942582335976,,53.63942582335976
1573491346,5463061791,0,54.82372639255985,,54.82372639255985
1573491346,8086438,0,61.11267229648752,,61.11267229648752
8086439,5434288592,0,55.02790066365301,,55.02790066365301
8086439,4668521027,0,58.0,,58.0
8086439,8086438,0,62.88427112692,,62.88427112692
5434288592,8086439,0,55.027900663652986,,55.027900663652986
5434288592,4668521015,0,53.0,,53.0
4668521027,4668521015,0,55.60227344810581,,55.60227344810581
4668521027,1579531421,0,57.99208890195422,,57.99208890195422
4668521027,8086439,0,58.0,,58.0
8086440,1510179865,0,60.57510322733205,,60.57510322733205
8086440,8086444,0,61.50896102348803,,61.50896102348803
8086440,4668521041,0,62.232311744742546,,62.232311744742546
1510179865,8086440,0,60.57510322733205,,60.57510322733205
1510179865,1579531421,0,58.77523361457358,,58.77523361457358
1510179865,4668521041,0,57.218209137147575,,57.218209137147575
8086444,30891703,0,61.72985707198956,,61.72985707198956
8086444,4738029055,0,58.76311649945,,58.76311649945
8086444,8086440,0,61.508961023488034,,61.508961023488034
4668521041,4738028788,0,62.121551918577524,,62.121551918577524
4668521041,1510179865,0,57.218209137147575,,57.218209137147575
4668521041,8086440,0,62.232311744742546,,62.232311744742546
8086441,4964730223,0,56.92586505234527,,56.92586505234527
8086441,1510179861,0,62.07325243540048,,62.07325243540048
8086441,1579531415,0,62.26407711763199,,62.26407711763199
8086441,3605957562,0,57.156354125866585,,57.156354125866585
4964730223,8086441,0,56.92586505234528,,56.92586505234528
4964730223,4738028807,0,53.0,,53.0
4964730223,4964730225,0,53.0,,53.0
1510179861,8086441,0,62.07325243540047,,62.07325243540047
1510179861,4738028784,0,62.09372904445901,,62.09372904445901
1510179861,1510179834,0,56.83870475601115,,56.83870475601115
3605957562,8086441,0,57.156354125866585,,57.156354125866585
30891703,152902044,0,61.79795065544934,,61.79795065544934
30891703,8086444,0,61.72985707198956,,61.72985707198956
30891703,152900663,0,56.435540864948116,,56.435540864948116
30891703,20946239,0,54.33717700172345,,54.33717700172345
4738029055,4738028788,0,56.90300904352398,,56.90300904352398
4738029055,8086444,0,58.76311649945001,,58.76311649945001
8658470428,8658470421,0,67.65490286079745,,67.65490286079745
8086626,475578725,0,68.95825681060539,,68.95825681060539
8086626,8086630,0,68.29396102548901,,68.29396102548901
8086626,3623357788,0,68.90827546152872,,68.90827546152872
475578725,8086626,0,68.9582568106054,,68.9582568106054
475578725,1566123039,0,66.7669422441769,,66.7669422441769
475578725,1234226322,0,68.98106111190747,,68.98106111190747
8086630,102941811,0,67.10351532597666,,67.10351532597666
8086630,8086631,0,60.6548227831263,,60.6548227831263
8086630,8086626,0,68.29396102548901,,68.29396102548901
8086629,8086627,0,57.25728828739096,,57.25728828739096
8086629,3627937193,0,54.717341652649935,,54.717341652649935
8086629,7680386338,0,60.991805147366904,,60.991805147366904
8541217,919905809,0,65.89567275191294,,65.89567275191294
8541217,8086627,0,63.519165034417824,,63.519165034417824
8541217,1014815197,0,66.96520681214785,,66.96520681214785
8541217,3625887533,0,59.410548140639136,,59.410548140639136
3627937193,8086629,0,54.717341652649935,,54.717341652649935
3627937193,8099324,0,53.0,,53.0
3627937193,3627937203,0,53.0,,53.0
7680386338,8086629,0,60.99180514736691,,60.99180514736691
7680386338,7682540472,0,57.07604540946126,,57.07604540946126
7680386338,7682540472,1,56.92530851063597,,56.92530851063597
7680386338,3623357788,0,67.7677820193461,,67.7677820193461
102941811,8086630,0,67.10351532597666,,67.10351532597666
102941811,8086634,0,59.628955365009176,,59.628955365009176
102941811,8099328,0,67.28928999594862,,67.28928999594862
8086631,8086630,0,60.6548227831263,,60.6548227831263
8086631,8441650293,0,63.781026911228764,,63.781026911228764
8441650293,8441650292,0,69.0,,69.0
8441650293,1568601459,0,69.0,,69.0
8086634,102941811,0,59.628955365009176,,59.628955365009176
8086634,8086631,0,55.652720085648824,,55.652720085648824
8086646,8086647,0,53.0,,53.0
8086638,2680820809,0,67.14049178210233,,67.14049178210233
8086638,8099328,0,67.77262627179236,,67.77262627179236
8086638,8086641,0,60.109595381225006,,60.109595381225006
2680820809,2680820801,0,66.01190261946351,,66.01190261946351
2680820809,8086638,0,67.14049178210233,,67.14049178210233
2680820809,2680820813,0,64.15191570596211,,64.15191570596211
8099328,2680743576,0,68.57027728328853,,68.57027728328853
8099328,8086638,0,67.77262627179235,,67.77262627179235
8086641,8086638,0,60.109595381225006,,60.109595381225006
8086639,2680820796,0,60.943522860570496,,60.943522860570496
8086639,2680820801,0,62.50215082802455,,62.50215082802455
8086639,4900397048,0,59.14041755451258,,59.14041755451258
2680820796,2680820793,0,60.61716480413343,,60.61716480413343
2680820796,8086639,0,60.94352286057051,,60.94352286057051
